City,Price,Bedroom,Bathroom,Floors,Parking,Year,Area,Road Width,Build Area,Air Condition,Backyard,Balcony,CCTV,Cafeteria,Deck,Drainage,Electricity Backup,Fencing,Frontyard,Garage,Garden,Gym,Intercom,Internet,Jacuzzi,Kids Playground,Lawn,Lift,Maintenance,Microwave,Modular Kitchen,Parking,Security Staff,Solar Water,Store Room,Swimming Pool,TV Cable,Washing Machine,Water Supply,Water Tank,Water Well,Wifi,East,North,North East,North West,South,South East,South West,West
Kathmandu,45000000,6,6,3.0,2,2058.0,0-8-0-0 Aana,6.1,N/A Aana,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,1,0
Kathmandu,130000000,6,7,2.0,10,2017.0,1-10-0-0 Aana,6.1,N/A Aana,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0,1,0,0,0,0,0,0
Kathmandu,15000000,0,0,3.0,0,2058.0,0-9-0-0 Aana,18.29,N/A Aana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0
Kathmandu,7500000,0,0,3.0,0,2058.0,0-9-1-0 Aana,13.72,N/A Aana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Kathmandu,4000000,0,0,3.0,0,2058.0,0-6-2-0 Aana,3.66,N/A Aana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0
Kathmandu,120000000,4,5,2.0,2,2058.0,0-12-0-2 Aana,6.1,N/A Aana,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,1,0,0
Kathmandu,100000,2,2,9.0,1,2058.0,1371 Sq. Feet,0.0,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1
Lalitpur,45000,3,3,3.0,1,2076.0,0-2-2-0 Aana,4.88,0-2-2-0 Aana,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0
Kathmandu,350000,0,0,8.0,0,2058.0,2200 Sq. Feet,30.0,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0,0,0
Kathmandu,22000000,6,5,3.0,1,2016.0,5 Aana,4.27,4 Aana,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0
Lalitpur,17000000,3,2,2.0,3,2019.0,0-4-0-0 Aana,3.96,127.18 Sq. Feet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
Kathmandu,550000,24,0,4.0,15,2076.0,48 Aana,6.71,16 Aana,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0
Kathmandu,30000000,10,8,4.0,2,2068.0,4 Aana,9.14,N/A Aana,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0
Kathmandu,7000000,0,0,3.0,0,2058.0,3 Aana,3.05,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Lalitpur,19000000,4,4,3.0,2,2075.0,0-4-0-1 Aana,3.96,2500 Sq. Feet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0
Lalitpur,18000000,0,4,4.0,0,2016.0,11 Dhur,0.0,11 Dhur,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,1,0,0,0
Parsa,1550000,0,0,0.0,0,2058.0,45 Dhur,20.12,N/A Sq. Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0
Kathmandu,12000000,1,1,1.0,1,2076.0,0-2-2-3 Aana,3.05,0-2-2-3 Aana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,1,0,0,0,0
Kathmandu,122500000,23,10,3.0,0,2058.0,0-2-2-0 Aana,4.57,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Kathmandu,55000,4,4,3.0,0,2058.0,2100 Sq. Feet,4.57,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Kathmandu,1500000,0,0,3.0,0,2058.0,0-3-2-0 Aana,3.66,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0
Kathmandu,1300000,0,0,3.0,0,2058.0,4 Aana,1.22,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Kavre,815000,0,0,3.0,0,2058.0,10.3 Aana,6.1,N/A Aana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0
Kathmandu,1350000,0,0,3.0,0,2058.0,6 Aana,3.66,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0
Kathmandu,80000,6,2,3.0,0,2062.0,0-5-3-0 Ropani,6.1,2500 Ropani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0
Kathmandu,20000000,0,0,3.0,0,2058.0,4 Aana,4.57,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0
Lalitpur,17000000,8,3,3.0,0,2058.0,0-3-0-0 Aana,3.96,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0
Kathmandu,17000000,0,0,3.0,0,2058.0,0-3-0-0 Aana,3.05,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0
Kathmandu,8500000,4,0,3.0,0,2058.0,2.5 Aana,3.05,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0
Lalitpur,1100000,0,0,3.0,0,2058.0,5 Aana,6.1,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0
Lalitpur,15500000,8,0,3.0,0,2058.0,3 Aana,6.1,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0
Kathmandu,2600000,0,0,3.0,0,2058.0,0-7-0-0 Aana,6.1,N/A Aana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0
Pokhara,60000000,0,0,3.0,0,2058.0,3-0-0-03 Aana,6.1,N/A Aana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0
Kathmandu,24000,0,3,2.0,1,2052.0,13 Aana,0.0,6 Aana,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1
Itahari,230000,0,0,3.0,0,2058.0,16 Dhur,0.0,N/A Aana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0
Bhaktapur,1200000,0,0,0.0,0,2058.0,39 Aana,6.1,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0
Kathmandu,5600000,0,0,3.0,0,2058.0,5 Aana,4.57,2 Paisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0
Kathmandu,44000000,5,6,3.0,1,2076.0,4 Aana,4.57,N/A Aana,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0
Kathmandu,100000000,6,6,3.0,10,2071.0,20 Aana,6.1,N/A Aana,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0
Kathmandu,96000000,5,7,3.0,0,2074.0,18 Aana,6.1,N/A Aana,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,1,0,0
Kathmandu,28500000,6,6,3.0,2,2076.0,4.5 Aana,6.1,N/A Aana,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0
Kathmandu,22500000,0,0,3.0,0,2058.0,4 Aana,4.88,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0
Kathmandu,41000000,17,10,3.0,2,2058.0,8.1 Aana,4.57,N/A Aana,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0
Kathmandu,30000000,11,0,4.0,2,2001.0,5 ana Aana,3.96,4ana Aana,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0
Lalitpur,2500000,0,0,3.0,0,2058.0,0-5-0-0 Aana,0.0,N/A Aana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0
Kathmandu,1200000,0,0,3.0,0,2058.0,1850 Sq. Feet,12.19,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0
Kathmandu,170000,3,4,7.0,2,2058.0,2100 Sq. Feet,6.1,N/A Sq. Feet,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0
Kathmandu,65000000,5,6,3.0,3,2076.0,6.5 Aana,4.57,N/A Aana,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0
Lalitpur,95000,4,2,4.0,4,2058.0,8 Aana,0.0,N/A Aana,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0
Kathmandu,2300000,0,0,3.0,0,2058.0,3 -4 Pieces Aana,3.96,N/A Aana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0
Bhaktapur,12000,2,1,3.0,0,2058.0,900 Sq. Feet,4.57,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Kathmandu,115000000,4,4,3.0,4,2009.0,18 Aana,3.96,12 Aana,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0,0
Kathmandu,4000000,0,0,3.0,0,2058.0,0-5-0-0 Aana,0.0,N/A Aana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0
Kathmandu,1400000,0,0,3.0,0,2058.0,0-4-0-0 Aana,0.0,N/A Aana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0
Chitwan,2500000,0,0,3.0,0,2058.0,13 Kattha,6.0,N/A Aana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0
Lalitpur,3500000,0,0,3.0,0,2058.0,0-4-0-0 Aana,6.1,N/A Aana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0
Kathmandu,1000000,0,0,3.0,0,2058.0,1-0-0-0 Ropani,9.75,N/A Aana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0
Lalitpur,2300000,0,0,3.0,0,2058.0,0-5-0-0 Aana,3.96,N/A Aana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0
Pokhara,230000,0,0,3.0,1,2058.0,0-8-0-0 Aana,9.75,N/A Aana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0
Kathmandu,2100000,0,0,3.0,0,2058.0,0-4-0-0 Aana,4.88,N/A Aana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0
Kathmandu,35000000,6,4,3.0,8,2058.0,0-6-2-0 Aana,9.75,N/A Aana,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1
Kathmandu,140000000,7,4,3.0,3,2058.0,1-7-0-0 Aana,7.92,N/A Aana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
Bhaktapur,7500000,0,0,3.0,0,2058.0,0-3-0-0 Aana,3.96,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0
Kathmandu,9500000,0,0,3.0,0,2058.0,0-2-3-0 Aana,3.05,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0
Kathmandu,20000000,0,0,3.0,0,2058.0,0-3-1-0 Aana,3.96,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0
Kathmandu,18000000,0,0,3.0,0,2058.0,3 Aana,4.88,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0
Pokhara,12000000,0,0,3.0,0,2058.0,17*45 Haat,9.14,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0
Kathmandu,160000,0,4,6.0,0,2011.0,2400 Sq. Feet,0.0,N/A Aana,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
Kathmandu,35000000,0,0,3.0,0,2058.0,7 Aana,4.57,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0
Dharan,25000,0,0,3.0,0,2058.0,2200 Sq. Feet,3.96,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0
Kathmandu,150000,0,0,3.0,0,2058.0,15-10-0-0 Ropani,6.1,N/A Aana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0
Kathmandu,15000,0,0,3.0,0,2018.0,8 Aana,7.32,2000 Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
Kathmandu,4500000,0,0,3.0,0,2058.0,4 anna Aana,0.0,N/A Aana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Kathmandu,25000,1,1,3.0,2,2013.0,0-6-0-0 Aana,4.88,0-4-0-0 Aana,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0
Kathmandu,35000,0,2,3.0,1,2058.0,3 Aana,0.0,2 Aana,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0
Kathmandu,5500000,0,0,3.0,0,2058.0,4.5 Aana,4.88,4.5 Aana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
Lalitpur,17600000,2,2,3.0,1,2058.0,0-2-3-1 Aana,3.96,962 Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0
Kathmandu,18500000,0,0,3.0,0,2058.0,0-3-2-0 Aana,3.96,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0
Lalitpur,25000000,0,0,3.0,0,2058.0,0-5-2-0 Aana,3.66,N/A Aana,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,1,0,0
Kathmandu,33000000,5,4,4.0,1,2068.0,5 Aana,3.66,5 Aana,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0
Pokhara,8000000,0,0,3.0,0,2058.0,18*35 Haat,3.66,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Kathmandu,22000,2,2,3.0,1,2058.0,6 Aana,3.96,4 Aana,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0
Kathmandu,22500000,9,4,3.0,3,2058.0,3 Aana,3.96,N/A Aana,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,1,0,0,0
Kathmandu,27500000,6,3,3.0,3,2058.0,4 Aana,3.96,N/A Aana,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1
Lalitpur,23800000,6,3,3.0,1,2016.0,4 Aana,3.96,3 Aana,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0,0,1,0,0
Kathmandu,18500000,8,0,3.0,0,2058.0,0-3-2-0 Aana,3.66,N/A Aana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Kathmandu,33000000,12,0,3.0,0,2058.0,0-5-5-0 Aana,3.66,N/A Aana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0
Kathmandu,23000000,10,0,3.0,0,2058.0,4 Aana,3.66,N/A Aana,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0
Kathmandu,15500000,7,0,3.0,0,2058.0,3 Aana,3.66,N/A Aana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0
Bhaktapur,8500000,0,0,3.0,0,2058.0,0-2-2-2 Aana,8.0,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0
Kathmandu,2000000,0,0,3.0,0,2058.0,"4,5,6,7,8 aana Aana",6.1,N/A Aana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0
Kathmandu,2225000,0,0,3.0,0,2058.0,0-9-2-2 Aana,4.57,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0
Kathmandu,19000000,0,0,3.0,0,2058.0,0-2-3-0 Aana,3.05,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0
Kathmandu,29800000,0,0,3.0,0,2058.0,0-5-2-0 Aana,4.57,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Kathmandu,3500000,0,0,3.0,0,2058.0,5 Aana,4.27,N/A Aana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0
Kathmandu,17000,3,3,3.0,2,2019.0,0-4-0-0 Aana,5.18,0-4-0-0 Aana,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
Lalitpur,200000,0,0,3.0,0,2058.0,615 Sq. Feet,10.67,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0
Kavre,1000000,0,0,3.0,0,2058.0,50 Ropani,0.0,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0
Kathmandu,26200000,13,0,3.0,0,2058.0,0-5-5-0 Aana,3.96,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Kathmandu,4600000,0,0,1.0,0,2058.0,3 Aana,3.96,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0
Lalitpur,1000000,0,0,3.0,0,2058.0,5 Aana,5.18,N/A Aana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0
