City,Price,Bedroom,Bathroom,Floors,Year,Area,Road Width,Balcony,Drainage,Water Supply,Water Tank,East,North,North East,North West,South,South East,South West,West
16,65550000,0,0,5.0,2058.0,9.0,3.66,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0
16,3500000,0,0,3.0,2058.0,13.0,7.62,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
16,7500000,0,0,3.0,2058.0,40.0,4.57,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
16,65550000,0,0,3.0,2058.0,10.0,4.88,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0
16,4500000,0,0,3.0,2058.0,8.0,4.88,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
16,3700000,0,0,3.0,2058.0,9.0,4.88,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
16,39500000,0,0,4.0,2058.0,6.0,5.49,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0
26,70000,0,2,3.0,2058.0,12.72,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
16,18000,1,1,1.0,2058.0,2.98125,6.1,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0
16,5000000,0,0,3.0,2058.0,10.0,4.88,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
16,37000000,5,6,3.0,2076.0,4.0,6.1,0.0,1.0,1.0,0.0,0,0,0,0,1,0,0,0
26,40000,0,0,3.0,2058.0,6.36,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
19,25600000,0,0,4.0,2013.0,4.0,3.05,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0
19,78000,4,4,3.0,2058.0,5.0,0.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0
7,1600000,0,0,3.0,2058.0,186.34,9.14,0.0,1.0,1.0,0.0,0,0,0,0,0,1,0,0
16,36500000,5,4,2.0,2020.0,6.25,6.1,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0
16,65550000,5,0,2.0,2058.0,19.0,6.1,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0
4,899999,0,0,3.0,2058.0,24.9,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
16,22500000,5,3,3.0,2020.0,3.25,4.27,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0
16,23500000,5,3,3.0,2020.0,3.0,4.57,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0
16,22500000,4,3,3.0,2076.0,3.1875,4.57,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0
16,32500000,5,4,3.0,2020.0,4.0,4.57,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0
16,42500000,5,0,3.0,2058.0,12.0,4.57,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0
16,11000000,10,3,2.0,2072.0,4.0,0.91,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
16,42500000,5,3,2.0,2058.0,5.0,3.66,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0
16,35000000,5,4,2.0,2020.0,6.0,5.49,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0
16,2200000,0,0,3.0,2058.0,5.0,6.1,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
16,2400000,0,0,3.0,2058.0,5.0,4.88,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
16,2400000,0,0,3.0,2058.0,5.0,3.66,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0
16,2700000,0,0,3.0,2058.0,13.0,3.96,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
16,2300000,0,0,3.0,2058.0,6.0,6.1,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
16,37000000,5,5,3.0,2076.0,4.0,6.1,0.0,1.0,1.0,1.0,0,0,0,0,1,0,0,0
16,45000000,6,6,3.0,2076.0,6.0,6.1,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0
25,550000,0,0,3.0,2058.0,3.735,1.83,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
19,39000000,2,1,1.0,2058.0,11.0,0.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0
16,17000000,5,3,3.0,2058.0,3.75,3.66,1.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0
16,100000,5,4,3.0,2058.0,11.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0
19,75000,3,3,3.0,2058.0,5.5,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
16,16500000,6,3,2.5,2076.0,3.0,3.05,1.0,1.0,1.0,1.0,0,0,0,0,0,1,0,0
16,20500000,4,4,2.5,2076.0,3.75,3.96,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0
19,25000000,7,6,3.0,2020.0,4.75,3.96,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0,0
3,12500000,0,0,2.0,2058.0,3.0,4.88,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
19,21000000,4,5,1.0,2019.0,4.0,6.1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0
16,60000,0,4,3.0,2015.0,7.155,30.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
3,3500000,0,0,3.0,2058.0,12.5,500.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
3,600000,0,0,3.0,2058.0,260.0,91.44,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
19,420000,0,0,3.0,2058.0,842.875,152.4,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
19,2000000,0,0,3.0,2058.0,58.25,500.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
19,50000,2,1,3.0,2058.0,22.0,3.05,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0
16,175000,0,0,2.0,2058.0,16.0,4.27,1.0,0.0,1.0,0.0,0,0,0,0,1,0,0,0
16,160000,6,5,3.0,2058.0,16.0,6.1,1.0,1.0,1.0,1.0,0,0,0,0,1,0,0,0
16,2500000,0,0,3.0,2058.0,4.0,3.66,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1
16,6000000,0,0,3.0,2058.0,33.5,300.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
19,35200000,4,4,3.0,2020.0,5.5,6.1,1.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0
16,35000,3,2,3.0,2058.0,10.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
19,37100000,4,4,3.0,2020.0,6.0,6.1,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1
16,55000000,4,5,3.0,2058.0,5.0,4.27,1.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0
19,34500000,4,4,3.0,2020.0,5.25,6.1,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1
16,1650000,0,0,3.0,2058.0,22.0,8.53,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
16,45000000,5,6,3.0,2075.0,6.0,3.96,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0,0
16,22500000,6,5,3.0,2076.0,3.1,4.27,0.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0
19,30000,3,2,4.0,2018.0,8.0,3.05,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0,0
21,700000,4,2,1.0,2058.0,18.259999999999998,4.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0
19,35000,2,2,0.0,2074.0,0.047700000000000006,3.05,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0
19,35000,2,2,0.0,2074.0,0.047700000000000006,3.05,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0
19,700000,0,0,3.0,2058.0,4.375,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
16,23500000,6,5,3.0,2076.0,3.0,3.96,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
16,65550000,6,6,3.0,2076.0,19.0,3.96,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0
19,28200000,4,4,2.0,2020.0,4.25,12.19,1.0,1.0,0.0,1.0,0,0,1,0,0,0,0,0
16,40000,0,1,7.0,2002.0,4.929,4.27,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1
16,32500000,5,5,3.0,2076.0,4.0,3.96,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
16,26000000,11,9,3.0,2074.0,5.0,3.96,1.0,1.0,0.0,1.0,0,1,0,0,0,0,0,0
16,24000000,7,8,4.0,2065.0,5.0,3.96,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0
19,17700000,3,4,2.5,2058.0,2.5,3.66,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1
16,2200000,1,1,1.0,2016.0,12.5,3.05,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0
16,16800000,5,5,3.0,2074.0,3.0,4.27,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0
16,34000000,6,6,3.0,2076.0,5.5,9.14,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0
16,25000,3,1,1.0,2058.0,4.3725000000000005,6.1,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0
16,17000,2,1,4.0,2007.0,21.0,4.27,1.0,0.0,1.0,1.0,0,0,0,0,1,0,0,0
16,42500000,5,6,3.0,2071.0,12.0,4.27,1.0,1.0,1.0,1.0,0,0,0,0,0,1,0,0
16,790000,6,7,3.0,2065.0,80.0,7.32,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0
16,41000000,7,3,2.5,2066.0,5.0,3.05,1.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0
16,1300000,0,0,3.0,2058.0,7.2,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
16,15000000,3,3,3.0,2058.0,8.2,1.22,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
19,37500000,8,6,4.0,2007.0,7.25,3.66,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0
16,16000000,5,3,2.5,2076.0,3.0,3.96,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0
19,55000,2,1,3.0,2058.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
19,75000,4,3,3.0,2058.0,32.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
16,500000,22,4,3.0,2058.0,10.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
21,500000,0,0,3.0,2058.0,8.299999999999999,6.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
16,15000000,4,4,3.0,2014.0,3.2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
19,21500000,6,4,2.5,2076.0,4.0,6.1,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1
6,450000,0,0,3.0,2058.0,3.8160000000000003,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0
16,23500000,0,0,3.0,2050.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0
16,60000000,5,5,2.5,2058.0,6.0,3.96,0.0,1.0,1.0,1.0,0,0,0,0,1,0,0,0
16,4200000,0,0,3.0,2058.0,6.75,3.96,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0
16,4200000,0,0,3.0,2058.0,9.0,3.96,0.0,1.0,1.0,0.0,0,0,0,0,1,0,0,0
16,4500000,0,0,3.0,2058.0,5.4375,6.1,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0
16,4200000,0,0,3.0,2058.0,9.0,3.96,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
16,6000000,0,0,3.0,2058.0,3.5625,7.92,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0
16,8000000,0,0,3.0,2058.0,16.0,11.0,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0
19,2300000,1,0,3.0,2058.0,5.1675,20.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0
16,4200000,0,0,3.0,2058.0,26.0,6.1,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1
11,130000,0,0,3.0,2058.0,10.375,6.1,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
16,750000,0,0,3.0,2058.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
19,30000000,4,4,3.0,2058.0,3.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
16,65550000,6,6,3.0,2072.0,21.0,4.57,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0
16,55000000,5,5,2.0,2069.0,12.0,6.71,0.0,1.0,0.0,1.0,0,1,0,0,0,0,0,0
16,13000000,6,2,3.0,2001.0,3.0,7.01,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1
19,273258,4,0,4.0,2010.0,23.0,3.05,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0
16,30000000,4,3,3.0,2058.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
16,225000,0,3,2.0,2020.0,7.0,4.88,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1
3,375000,0,0,3.0,2058.0,62.4,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
16,17500000,5,4,3.0,2058.0,3.25,4.57,0.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0
16,1450000,0,0,3.0,2058.0,4.5,3.96,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0
16,65000000,6,5,2.0,2058.0,12.0,3.66,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0
16,9500000,3,1,3.0,2076.0,3.0,3.96,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
16,9000000,6,3,3.0,2064.0,6.375,3.05,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0
16,2900000,0,0,3.0,2058.0,14.0,6.1,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
16,65550000,16,10,4.0,2010.0,9.0,2.44,1.0,1.0,1.0,1.0,0,0,0,0,1,0,0,0
19,20000000,3,3,3.0,2058.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
9,1600000,0,0,3.0,2058.0,93.17,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
3,1500000,0,0,3.0,2058.0,24.0,6.1,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
26,11000,0,0,3.0,2073.0,7.0,3.66,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0
16,4100000,0,0,3.0,2058.0,16.0,5.49,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0
16,31000000,7,3,3.0,2014.0,4.0,3.05,1.0,1.0,0.0,1.0,0,0,0,0,1,0,0,0
16,495000,0,0,3.0,2058.0,8.745000000000001,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
6,900000,0,2,2.0,2014.0,13.28,15.24,1.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0
16,200000,5,4,3.0,2058.0,12.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,1,0,0,0
16,15000,2,1,3.0,2017.0,9.540000000000001,3.66,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0
16,20000,0,1,1.0,2006.0,20.5,4.27,0.0,0.0,1.0,1.0,0,0,0,0,1,0,0,0
19,19500000,5,3,3.0,2058.0,3.0,6.1,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0,0
3,60000,5,0,0.0,2058.0,3.975,6.1,1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0
3,11000,0,0,0.0,2058.0,1.59,6.1,1.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0
16,60000,3,4,2.0,2019.0,7.0,0.0,1.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0
16,3500000,0,0,3.0,2058.0,64.0,6.1,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
16,65000000,5,4,2.0,2076.0,8.0,6.1,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0
16,65550000,6,6,2.0,2058.0,20.0,5.49,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0
16,3500000,0,0,3.0,2058.0,10.0,4.88,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
16,65550000,5,7,2.0,2058.0,96.0,5.49,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0
16,3500000,0,0,3.0,2058.0,8.0,4.57,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
16,37000000,6,6,3.0,2075.0,6.0,4.88,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0
16,19000000,4,3,2.0,2076.0,3.0,4.57,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0
16,65550000,6,5,3.0,2058.0,12.0,4.88,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0
16,4500000,0,0,3.0,2058.0,10.0,7.62,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
16,3400000,0,0,3.0,2058.0,6.0,4.88,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
16,65000000,5,6,3.0,2076.0,8.0,6.71,1.0,1.0,1.0,1.0,0,0,0,0,0,1,0,0
19,25000,2,2,1.0,2058.0,7.95,0.0,0.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0
19,19500000,5,3,2.5,2076.0,3.25,6.1,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1
16,1800000,43,20,3.0,2058.0,32.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
16,24000000,8,5,3.0,2019.0,4.0,4.27,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1
7,13000,2,2,3.0,2019.0,8.299999999999999,19.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
16,200000,4,4,3.0,2058.0,5.0,0.0,1.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0
16,95000,4,2,2.0,2019.0,6.5,3.66,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0
3,600000,0,0,3.0,2058.0,80.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
7,2000000,0,0,3.0,2058.0,232.925,6.1,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
3,35000000,3,4,3.0,2072.0,4.75,9.14,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
16,250000,17,19,3.0,2058.0,6.0,0.0,1.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0
19,60000,4,3,3.0,2058.0,3.0,0.0,1.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0
19,23500000,6,4,3.0,2072.0,4.0,3.96,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1
16,24000000,4,4,2.0,2010.0,3.9375,5.49,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0
26,700000,0,0,3.0,2058.0,6.996,5.49,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
19,80000,4,3,3.0,2058.0,14.57235,0.0,1.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0
16,16000,2,1,3.0,2009.0,6.0,2.13,1.0,0.0,1.0,0.0,0,0,0,0,1,0,0,0
19,40000000,4,4,3.0,2006.0,9.375,150.0,1.0,1.0,0.0,1.0,0,0,0,0,1,0,0,0
19,18000,1,1,3.0,2002.0,17.0,6.1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0
16,3000000,0,0,3.0,2058.0,12.02,6.4,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
19,25000,2,2,3.0,2058.0,14.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
3,39999999,4,3,3.0,2071.0,5.125,8.53,1.0,1.0,1.0,1.0,0,0,0,0,1,0,0,0
19,60000,2,2,3.0,2058.0,5.0,0.0,1.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0
16,65000,3,3,3.0,2058.0,6.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0
16,43500000,7,3,3.0,2058.0,7.75,3.96,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1
19,10000,1,1,3.0,2058.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
19,25000,4,2,3.0,2058.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
19,20000,1,1,3.0,2058.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
19,100000,4,4,3.0,2058.0,4.0,0.0,1.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0
19,270000,5,4,2.0,2045.0,32.0,3.96,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0
12,430000,0,0,0.0,2058.0,39.114000000000004,9.75,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
9,2000000,0,0,3.0,2058.0,14.94,3.66,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
3,1100000,0,0,3.0,2058.0,112.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
16,3500000,0,0,3.0,2058.0,10.0,4.57,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0
16,20000,2,1,3.0,2012.0,6.0,3.05,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1
19,2700000,0,0,3.0,2058.0,8.0,4.27,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0
19,150000,4,4,3.0,2058.0,4.5,0.0,1.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0
16,450,0,0,3.0,2058.0,17.490000000000002,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
19,60000,2,2,3.0,2058.0,5.0,0.0,1.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0
16,22500000,4,3,2.0,2076.0,2.5,4.88,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0
16,45000000,0,4,3.0,2058.0,6.0,6.1,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0
16,65550000,5,6,3.0,2069.0,13.0,6.1,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
16,65550000,6,6,3.0,2076.0,21.0,6.1,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
16,7500000,0,0,3.0,2058.0,32.0,4.57,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
16,61000000,12,8,4.0,2069.0,11.0,3.96,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0
16,45000000,6,6,3.0,2075.0,6.0,4.57,0.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0
16,49500000,5,5,3.0,2073.0,4.5,4.27,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
16,24000000,6,6,3.0,2076.0,3.5,4.57,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0
16,60000000,7,7,3.0,2066.0,10.0,4.57,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
16,22500000,5,5,3.0,2075.0,2.5,4.27,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
16,65550000,5,5,3.0,2058.0,12.0,6.71,1.0,1.0,1.0,1.0,0,0,0,0,1,0,0,0
16,65550000,0,0,3.0,2058.0,8.0,9.14,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
16,3700000,0,0,3.0,2058.0,18.0,4.88,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
16,62000000,5,6,3.0,2075.0,17.0,4.27,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1,0
16,3700000,0,0,3.0,2058.0,18.0,4.57,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
16,65550000,7,7,3.0,2058.0,12.0,6.1,0.0,1.0,1.0,1.0,0,0,0,0,0,1,0,0
16,45000000,6,7,3.0,2075.0,6.0,4.57,0.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0
16,65000000,6,5,2.0,2058.0,12.0,4.88,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0
16,42000000,8,7,4.0,2058.0,6.0,6.1,1.0,1.0,1.0,0.0,0,0,0,0,0,1,0,0
19,13000000,2,1,1.35,2076.0,3.5,3.05,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0
19,12700000,2,1,1.5,2076.0,3.1875,3.05,1.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0
19,11000000,2,1,1.5,2076.0,2.5,4.88,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
7,3050000,0,0,3.0,2058.0,21.58,50.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
19,12000000,2,1,1.5,2076.0,3.0,3.96,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,1
19,65000,4,3,3.0,2058.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
19,12500000,2,1,1.5,2076.0,3.8125,3.96,0.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0
16,19000000,8,4,3.0,2073.0,3.5,3.05,1.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0
19,11500000,2,1,1.5,2076.0,2.875,3.96,0.0,1.0,0.0,1.0,0,0,0,0,1,0,0,0
7,80000,6,3,3.0,2019.0,21.465,7.92,1.0,1.0,1.0,0.0,0,0,0,0,1,0,0,0
18,16000,2,1,3.0,2019.0,4.25,3.96,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0
19,60000,3,2,3.0,2015.0,9.381,7.32,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
19,15000000,2,1,1.5,2076.0,4.125,4.88,0.0,1.0,0.0,1.0,0,0,1,0,0,0,0,0
19,11000000,2,1,1.5,2076.0,3.0,3.96,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0
3,1500000,0,0,3.0,2058.0,6.0,3.66,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0
19,50000,4,4,3.0,2019.0,4.0,3.66,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
19,400000,0,5,5.0,2001.0,9.0,1.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0
16,7500000,0,0,3.0,2058.0,32.0,4.57,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
16,4500000,0,0,3.0,2058.0,4.0,4.88,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
16,23000000,5,5,3.0,2073.0,4.0,3.96,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
16,60000000,7,4,4.0,2076.0,5.5,4.27,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0
16,60000000,5,6,4.0,2076.0,5.5,3.96,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
16,25500000,7,4,3.0,2058.0,4.0,4.27,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0
16,55000000,5,4,2.0,2058.0,7.0,4.27,1.0,1.0,1.0,1.0,0,0,0,0,0,1,0,0
19,22200000,4,5,3.0,2019.0,3.25,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0
16,24000000,5,3,2.0,2076.0,3.3,3.96,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0
16,55000000,5,6,3.0,2073.0,7.0,4.27,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
16,25500000,7,6,4.0,2075.0,3.75,4.27,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0
16,2700000,0,0,3.0,2058.0,5.0,4.57,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
16,27500000,6,3,2.0,2076.0,4.0,4.57,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0
